PSY383,English II ENG,PHYS559
PSY384,Artificial Intelligence STAT
PSY385,Topics in ART
PSY385,Social Development I MUS
PSY387,Machine Learning SOC
PSY387,Intro to CS
PSY388,English I ART,HIST346
PSY391,Lab in PSY,PHYS438
PSY392,Thermodynamics PHYS,BIO382
PSY392,Artificial Intelligence ENG
PSY393,Physics ART
PSY395,Social Development I BIO,MATH461
PSY395,Calculus II MATH
PSY395,English II PHYS,CHEM178
PSY39530,Artificial Intelligence ENG
PSY396,Social Development II MUS
PSY396,Calculus I STAT,CHEM67398
PSY397,Microbiology ECON
PSY400,Data Structures HIST,SOC121
PSY400,Workshop in ENG
PSY401,Data Structures PHYS
PSY402,Chemistry STAT
PSY402,Principles of BIO
PSY402,Regression Analysis MATH
PSY405,Artificial Intelligence STAT
PSY405,Methods in HIST
PSY406,Biology STAT
PSY407,Chemistry MATH,SOC500
PSY407,Statistics MIS
PSY408,Workshop in MUS
PSY408,Astrophysics PHYS
PSY409,Statistics ENG
PSY409,English I MUS
PSY409,Advanced SOC
PSY409,Methods in MUS
PSY410,Chemistry BIO,CS564
PSY41052,Microbiology PHYS
PSY413,Chemistry MUS
PSY413,Theory of STAT
PSY414,Advanced ENG
PSY414,Social Development II MATH,MATH254
PSY414,Workshop in ART
PSY415,Lab in ENG
PSY415,Calculus II PHYS
PSY415,Applications of MATH
PSY417,Astrophysics ENG
PSY41716,Machine Learning MATH
PSY418,Principles of STAT,CHEM315
PSY418,Artificial Intelligence PSY
PSY418,Methods in PSY
PSY420,Advanced MATH
PSY420,Lab in ENG
PSY422,Chemistry BIO
PSY422,Fundamentals of BIO,ART365
PSY422,Calculus I CS
PSY423,Intro to MATH
PSY423,Social Development I MUS
PSY424,Advanced SOC
PSY424,Machine Learning MUS,SOC495
PSY424,Methods in STAT,STAT271
PSY424,Machine Learning BIO,ECON443
PSY427,Machine Learning SOC
PSY428,Regression Analysis PSY
PSY428,Advanced ECON
PSY429,English II PHYS
PSY429,Workshop in MATH
PSY429,Astrophysics ECON,MATH453
PSY430,Calculus II ECON
PSY431,Artificial Intelligence CHEM
PSY431,Social Development II PHYS,MUS576
PSY431,Microbiology SOC
PSY433,Biology STAT,MATH55754
PSY433,Calculus II STAT,PHYS241
PSY433,Lab in CS
PSY436,Astrophysics SOC
PSY436,Theory of CS
PSY436,Calculus I ECON
PSY436,Social Development II MUS
PSY437,Chemistry PHYS
PSY439,Intro to CHEM,BIO245
PSY439,Lab in STAT
PSY440,Thermodynamics HIST,PSY115
PSY440,Topics in STAT,MUS301
PSY440,Artificial Intelligence MATH,PHYS405
PSY442,Seminar on PSY,STAT186
PSY443,Social Development I MUS
PSY445,Data Structures MATH,HIST415
PSY445,Principles of MATH,MATH262
PSY44594,English I ECON
PSY446,Theory of ECON,STAT136
PSY447,Calculus I MIS
PSY447,Statistics STAT
PSY447,Data Structures PSY
PSY447,Principles of CS,MATH307
PSY448,Applications of STAT
PSY448,Workshop in ECON
PSY448,English II MATH,CHEM328
PSY449,Social Development II STAT,BIO65272
PSY449,Artificial Intelligence ECON,MUS597
PSY450,Research in ENG
PSY450,English II CS
PSY450,English I CS
PSY451,Calculus I CHEM
PSY451,Chemistry STAT
PSY452,Theory of MIS
PSY453,Regression Analysis BIO,SOC565
PSY453,Social Development II MUS
PSY456,Thermodynamics MIS
PSY456,Seminar on ENG
PSY456,English I STAT,BIO235
PSY457,Chemistry ECON,PHYS497
PSY458,Chemistry CHEM
PSY459,Calculus I SOC,ECON483
PSY459,Data Structures PHYS,PHYS270
PSY460,Data Structures MIS
PSY461,Calculus I ECON
PSY461,English I ART
PSY461,Chemistry PHYS
PSY461,Topics in STAT
PSY461,Advanced STAT,MATH551
PSY462,Calculus II ENG
PSY464,Intro to ENG
PSY464,Topics in HIST
PSY466,Methods in PSY,ART135
PSY466,Artificial Intelligence SOC
PSY466,Cognitive Science PHYS
PSY467,Lab in MIS
PSY471,Regression Analysis ECON
PSY472,Intro to BIO,CHEM193
PSY472,Methods in PHYS
PSY473,Chemistry ECON
PSY473,Methods in SOC,MIS443
PSY473,Data Structures SOC,MUS90337
PSY473,Statistics ENG
PSY475,English II PHYS
PSY476,Statistics PHYS
PSY478,English II ENG
PSY479,Artificial Intelligence CS
PSY479,Fundamentals of BIO,ART363
PSY480,Workshop in MATH
PSY480,Astrophysics ART
PSY480,Theory of ENG
PSY480,Calculus I ECON
PSY482,Principles of CS,MIS133
PSY482,Microbiology CHEM
PSY483,Advanced BIO
PSY484,Calculus II CS,PSY565
PSY484,Calculus I HIST,PHYS530
PSY485,Microbiology MATH
PSY485,Thermodynamics CS,BIO567
PSY485,English II BIO
PSY486,Social Development I ECON
PSY486,Lab in BIO,ENG337
PSY487,Methods in PSY
PSY487,Astrophysics MATH
PSY487,Lab in MUS
PSY488,Topics in ART
PSY488,Thermodynamics CS
PSY490,Microbiology PSY
PSY491,English I BIO
PSY491,Chemistry STAT
PSY492,Applications of MIS
PSY492,Methods in CHEM
PSY493,Physics MATH
PSY493,Methods in STAT
PSY493,English I SOC
PSY49311,Artificial Intelligence PSY
PSY49380,Intro to MATH
PSY496,Chemistry HIST
PSY497,Calculus I BIO
PSY49736,Seminar on CHEM
PSY498,Topics in MIS
PSY498,Topics in STAT
PSY499,Advanced ART
PSY501,Theory of PSY
PSY503,Calculus I HIST
PSY504,Applications of ENG
PSY505,Theory of MATH
PSY505,Microbiology STAT,MATH474
PSY505,Lab in HIST
PSY506,Social Development I MUS,BIO510
PSY506,Seminar on STAT
PSY509,Astrophysics SOC,MUS298
PSY509,English I ENG
PSY509,Fundamentals of CHEM
PSY50959,Topics in STAT
PSY510,Microbiology STAT
PSY512,Workshop in PHYS
PSY514,Chemistry PSY
PSY514,Fundamentals of PSY
PSY514,English II CHEM,ENG448
PSY514,Calculus II SOC
PSY515,Data Structures CHEM,MIS177
PSY515,Topics in ENG
PSY516,Regression Analysis MUS,CHEM475
PSY516,English I PHYS
PSY516,Applications of SOC
PSY517,Seminar on PSY
PSY518,Calculus II MUS
PSY518,Theory of ART
PSY519,English I BIO
PSY520,Biology CS
PSY520,Theory of BIO,ECON405
PSY520,English II SOC
PSY520,Theory of MATH
PSY521,Principles of CHEM
PSY522,Machine Learning BIO,HIST241
PSY522,Applications of ART
PSY524,Data Structures CHEM,ART213
PSY526,Applications of HIST,PHYS170
PSY526,Theory of ART
PSY526,Topics in HIST,PSY78344
PSY529,Research in SOC,HIST76688
PSY53162,Fundamentals of STAT
PSY532,Astrophysics SOC,CHEM353
PSY534,English II HIST
PSY534,Microbiology BIO,STAT246
PSY53473,Fundamentals of MUS
PSY535,Lab in SOC
PSY535,Applications of PSY
PSY536,Intro to ENG
PSY536,English I PHYS
PSY536,Astrophysics MUS,SOC486
PSY537,Advanced MIS,MIS573
PSY537,Artificial Intelligence CHEM,CS258
PSY538,Statistics MATH
PSY539,Research in ENG
PSY540,Astrophysics HIST
PSY541,Advanced STAT
PSY541,Calculus I MATH
PSY541,Physics BIO
PSY543,Calculus I MATH
PSY543,English I PSY
PSY545,English II HIST
PSY545,Lab in ECON
PSY545,English II SOC
PSY546,Thermodynamics BIO
PSY547,Physics STAT,SOC442
PSY547,Research in CS
PSY547,Social Development II HIST
PSY548,Research in CS
PSY548,Calculus II STAT,CHEM512
PSY548,Chemistry ENG
PSY54931,Thermodynamics HIST,HIST551
PSY550,English I CS
PSY551,Statistics ART
PSY551,Physics MIS
PSY552,Calculus II BIO,BIO406
PSY552,Thermodynamics MIS
PSY553,Chemistry SOC
PSY554,Applications of SOC
PSY555,Lab in MUS,SOC67003
PSY556,Machine Learning HIST,ENG521
PSY556,Chemistry PHYS,MUS161
PSY557,Workshop in BIO
PSY557,Artificial Intelligence HIST
PSY558,Intro to ECON
PSY560,Regression Analysis CHEM
PSY560,Data Structures HIST
PSY562,Theory of ART
PSY564,Fundamentals of MIS
PSY564,Intro to STAT,CHEM67959
PSY565,Methods in PSY
PSY565,Physics MIS
PSY565,Topics in PHYS
PSY567,Lab in MUS,ENG522
PSY567,Artificial Intelligence BIO
PSY568,Theory of CHEM
PSY569,Astrophysics MIS,MUS546
PSY570,Research in CHEM
PSY570,Calculus II HIST
PSY570,English II PHYS
PSY570,Data Structures MIS
PSY571,Data Structures ECON,CS89858
PSY572,Social Development II HIST
PSY572,Theory of BIO
PSY572,Cognitive Science HIST,CHEM366
PSY573,Fundamentals of MATH,CHEM368
PSY573,Methods in STAT,STAT73615
PSY573,Data Structures SOC
PSY574,Microbiology ART,MATH488
PSY575,Applications of STAT
PSY576,Workshop in PHYS
PSY576,Principles of CHEM
PSY576,Topics in CHEM
PSY577,Thermodynamics ENG
PSY578,Theory of PSY,STAT292
PSY578,Chemistry ECON
PSY578,Research in ENG
PSY579,Calculus I PSY,CHEM566
PSY581,Lab in BIO,CHEM519
PSY58248,Machine Learning STAT
PSY583,Physics PSY
PSY584,Topics in CHEM
PSY584,Artificial Intelligence ECON,STAT166
PSY585,Principles of STAT
PSY585,English II ECON
PSY585,Applications of SOC,CHEM86206
PSY586,Advanced SOC
PSY587,Chemistry BIO
PSY588,Artificial Intelligence PHYS
PSY588,Regression Analysis HIST
PSY590,Applications of CS
PSY591,Seminar on BIO
PSY592,Theory of ECON,PHYS282
PSY593,Social Development I PHYS
PSY594,Microbiology CS
PSY595,Social Development II MUS,CHEM179
PSY595,Data Structures PHYS
PSY59667,Machine Learning ECON
PSY598,Social Development II CHEM,MUS63176
PSY598,Intro to MATH,ART339
PSY599,Theory of STAT,PHYS540
PSY60467,Fundamentals of CHEM
PSY60798,Thermodynamics MATH,MIS119
PSY61214,Microbiology ECON,ART62482
PSY62632,Regression Analysis ART
PSY63127,Artificial Intelligence ENG,STAT545
PSY64083,Research in MIS
PSY64532,English II ENG
PSY65698,Artificial Intelligence BIO,HIST287
PSY71014,English II CHEM
PSY71264,Lab in PHYS
PSY72975,Seminar on HIST
PSY74181,Biology CS,BIO129
PSY78344,Principles of ART
PSY80404,Research in SOC
PSY81193,Biology BIO,HIST88651
PSY85142,Physics CS
PSY86093,Statistics PHYS
PSY87282,Cognitive Science PHYS
PSY87629,Microbiology ENG
PSY88412,English II ECON,CS355
PSY89825,Physics PHYS
PSY89903,Machine Learning CHEM,ECON216
PSY90634,Cognitive Science PSY
PSY91158,Seminar on ART,PHYS176
PSY91912,Microbiology PHYS
PSY92822,Social Development I MUS
PSY94179,Calculus II HIST
PSY95601,English I MIS
PSY96939,Biology HIST,PSY535
PSY98139,Chemistry MUS,ENG97810
PSY98765,Theory of CS
SOC100,Fundamentals of SOC,CS443
SOC100,Chemistry MIS,ECON376
SOC100,Statistics MIS,CS333
SOC101,Applications of BIO
SOC103,Seminar on MATH
SOC103,Thermodynamics ECON
SOC106,English I STAT
SOC107,Calculus I PHYS
SOC107,English I SOC,CS482
SOC109,Physics ENG,ENG279
SOC110,Seminar on HIST
SOC110,Seminar on MATH
SOC110,English II HIST,HIST144
SOC111,Fundamentals of BIO
SOC111,Fundamentals of MUS,HIST287
SOC112,Fundamentals of PSY
SOC112,Chemistry MATH
SOC112,Biology CHEM
SOC113,English II PHYS
SOC113,Fundamentals of CS
SOC115,Seminar on MATH,BIO384
SOC115,Topics in HIST,HIST481
SOC115,Machine Learning SOC
SOC116,Regression Analysis SOC
SOC116,Calculus I PSY
SOC116,Social Development II PSY
SOC116,Physics CHEM,BIO116
SOC117,Data Structures ECON
SOC117,Research in PSY,CS480
SOC11891,Social Development I ENG,MUS576
SOC120,Microbiology CHEM,ECON560
SOC120,Machine Learning PSY
SOC120,Statistics CHEM
SOC120,Methods in ENG,MIS363
SOC121,Calculus I CHEM,ENG315
SOC121,Applications of ART,ENG197
SOC122,Regression Analysis BIO,MIS351
SOC122,Topics in MIS,HIST222
SOC123,Applications of ENG
SOC126,Calculus II MATH,ART151
SOC127,Calculus I CHEM
SOC127,Methods in SOC
SOC130,Social Development I MUS
SOC132,English II MIS,SOC339
SOC133,Microbiology CS
SOC133,Research in STAT,MATH486
SOC133,Lab in ENG
SOC137,Social Development II PHYS
SOC138,Biology BIO
SOC138,Theory of CHEM
SOC139,Microbiology STAT
SOC139,Chemistry STAT,STAT514
SOC139,Physics ENG
SOC140,Topics in CS,CS327
SOC140,Social Development II MATH,CS555
SOC141,Intro to MATH
SOC141,Principles of MIS
SOC142,Statistics PSY
SOC142,Applications of STAT,PHYS413
SOC142,Cognitive Science ECON,CS262
SOC14299,Biology CHEM
SOC143,Research in HIST,HIST334
SOC143,Workshop in ENG
SOC145,Workshop in MUS
SOC145,Data Structures PSY
SOC146,Microbiology STAT,CS491
SOC146,Astrophysics PHYS
SOC147,Principles of CS
SOC148,Social Development I BIO
SOC150,Artificial Intelligence BIO
SOC150,Seminar on MATH
SOC151,Statistics STAT
SOC152,Statistics BIO
SOC153,Advanced HIST,ART495
SOC155,Statistics ECON
SOC156,Principles of ENG,CS50082
SOC156,Fundamentals of MIS,PHYS391
SOC157,Astrophysics ART,PHYS474
SOC157,Thermodynamics ART
SOC158,Intro to MATH
SOC159,Regression Analysis BIO,STAT439
SOC159,Microbiology HIST,ENG346
SOC162,Calculus II MIS
SOC162,Astrophysics SOC
SOC165,Calculus II ENG,CS258
SOC167,Social Development I BIO
SOC168,Workshop in CS
SOC168,Cognitive Science HIST
SOC168,Physics SOC
SOC168,Applications of HIST,HIST553
SOC169,Data Structures MATH,STAT202
SOC169,Principles of MIS
SOC169,Methods in STAT
SOC170,Seminar on STAT,ECON302
SOC173,Thermodynamics CS,MIS481
SOC174,Microbiology MATH
SOC174,Methods in HIST
SOC175,Calculus I ART
SOC175,English I ECON
SOC176,Statistics SOC
SOC176,Data Structures STAT,PHYS219
SOC177,Regression Analysis ART
SOC177,Microbiology PHYS,ART598
SOC179,Microbiology CHEM,ECON159
SOC179,English I MUS,MUS286
SOC180,Seminar on HIST,HIST208
SOC180,Research in PHYS
SOC180,Applications of MUS
SOC181,Research in PSY
SOC181,Data Structures SOC
SOC183,Regression Analysis MUS,ART69932
SOC184,English I PSY
SOC185,Social Development I MATH
SOC185,Seminar on ECON
SOC186,Methods in STAT
SOC186,Methods in ENG
SOC186,Methods in MUS
SOC187,Calculus II BIO
SOC187,Calculus I CHEM
SOC187,Data Structures ECON
SOC188,Principles of PHYS
SOC189,Applications of ECON
SOC190,Methods in ENG
SOC190,Topics in CS,CHEM486
SOC19086,Methods in HIST
SOC192,Calculus II MATH,STAT440
SOC192,English I ENG
SOC193,English II PHYS,ART333
SOC194,Data Structures CHEM
SOC194,Methods in MIS
SOC195,Biology PHYS
SOC195,Cognitive Science ECON
SOC196,Research in CHEM,PHYS55247
SOC197,English I CHEM
SOC198,Advanced CHEM
SOC198,Topics in BIO,PHYS150
SOC198,Social Development II MATH,ART53549
SOC198,Cognitive Science CS,PSY514
SOC201,Lab in ART,HIST279
SOC201,Physics ART
SOC201,Research in SOC
SOC201,Cognitive Science BIO,ENG288
SOC201,Physics STAT
SOC201,Cognitive Science SOC,ENG257
SOC202,Regression Analysis CS
SOC20237,Topics in MATH
SOC203,Biology HIST
SOC204,Seminar on PHYS,HIST353
SOC204,Theory of CS
SOC205,Intro to HIST
SOC206,Lab in MIS
SOC20664,Research in CS,ART465
SOC207,Methods in ECON,CHEM470
SOC207,Applications of PSY
SOC208,Cognitive Science MATH
SOC210,Artificial Intelligence CS,STAT137
SOC210,Chemistry MATH
SOC211,English II CS
SOC212,Research in ECON,CS327
SOC212,Workshop in HIST
SOC212,English I STAT
SOC213,Biology MATH
SOC215,Artificial Intelligence CHEM
SOC21552,Intro to ART
SOC217,Biology CS,CHEM442
SOC218,Principles of STAT,STAT218
SOC218,Statistics ENG,MATH130
SOC220,Applications of ART
SOC220,Social Development I SOC
SOC220,Astrophysics ENG
SOC220,Advanced CHEM
SOC221,Advanced MIS,CHEM439
SOC221,Workshop in ECON
SOC22175,Calculus II SOC,CHEM470
SOC222,Workshop in HIST
SOC223,Advanced CS
SOC226,Methods in PHYS,MIS419
SOC226,Biology MUS
SOC226,Cognitive Science ART
SOC227,Topics in MATH
SOC227,Cognitive Science ENG,CS201
SOC228,Social Development II ART
SOC229,Machine Learning SOC
SOC232,Methods in ART
SOC232,Lab in PSY,BIO293
SOC233,Theory of HIST,PSY572
SOC233,Fundamentals of CS,PHYS329
SOC233,English I CHEM,ENG225
SOC233,Workshop in MATH
SOC233,Cognitive Science MUS
SOC234,Thermodynamics MIS,MATH380
SOC234,Astrophysics MIS
SOC235,Calculus II MUS,BIO357
SOC236,Fundamentals of ECON
SOC236,Statistics ECON
SOC236,Fundamentals of MUS
SOC237,Machine Learning MATH,BIO161
SOC239,Thermodynamics ENG
SOC240,Thermodynamics HIST,CHEM193
SOC241,Microbiology CS,CHEM282
SOC242,Regression Analysis ECON
SOC243,Seminar on PSY
SOC244,Artificial Intelligence ECON
SOC244,Applications of BIO,CHEM194
SOC245,Methods in CS
SOC246,Topics in CHEM
SOC246,Lab in MATH,ECON380
SOC24694,Intro to ENG
SOC247,Cognitive Science ECON
SOC247,Fundamentals of STAT,ENG430
SOC247,Applications of ART
SOC248,Methods in MATH
SOC249,Statistics PHYS
SOC251,Astrophysics PHYS,CHEM285
SOC25163,Data Structures ENG
SOC252,Seminar on PSY
SOC253,Fundamentals of ECON
SOC254,Theory of HIST,CS311
SOC255,Microbiology CHEM,PHYS546
SOC255,Lab in PSY
SOC256,Machine Learning CHEM
SOC25627,Microbiology BIO
SOC259,English I MATH,PHYS269
SOC260,Intro to MIS
SOC261,Intro to STAT,MIS533
SOC262,Seminar on ECON
SOC262,Fundamentals of PHYS
SOC262,Intro to MATH
SOC262,Astrophysics MIS
SOC262,Regression Analysis ENG
SOC263,English II HIST,CHEM212
SOC263,Social Development II CHEM
SOC263,Intro to CHEM
SOC264,English II ART,MATH70609
SOC265,Intro to SOC
SOC266,Applications of BIO
SOC266,Microbiology ART
SOC268,Advanced ART,PSY49736
SOC268,Principles of CHEM,PSY179
SOC269,Cognitive Science STAT
SOC269,Physics MIS
SOC269,Social Development I ENG
SOC270,Intro to BIO
SOC271,Machine Learning HIST
SOC271,Biology STAT
SOC272,Cognitive Science PSY
SOC273,Cognitive Science PHYS
SOC274,Artificial Intelligence HIST
SOC274,Applications of ART
SOC274,Thermodynamics MIS
SOC277,Intro to BIO
SOC278,Seminar on SOC
SOC282,Chemistry CS
SOC283,Chemistry ECON
SOC284,English I HIST
SOC288,Cognitive Science MUS
SOC289,Advanced SOC,MATH115
SOC289,Astrophysics CHEM
SOC289,Calculus I BIO,PHYS80630
SOC290,Astrophysics BIO
SOC290,Advanced MIS
SOC290,English I HIST
SOC290,Research in MUS
SOC29000,Calculus II BIO
SOC293,Data Structures SOC
SOC294,Machine Learning PSY,MIS239
SOC296,Research in ENG
SOC296,Methods in ART
SOC297,Regression Analysis CS,ECON279
SOC297,Principles of BIO
SOC297,Lab in HIST,SOC33155
SOC300,Social Development II BIO,PSY464
SOC300,English II MUS
SOC301,Microbiology HIST,MIS419
SOC302,Statistics MIS,ENG136
SOC302,Biology CHEM
SOC302,Data Structures MATH
SOC30239,Artificial Intelligence SOC
SOC30452,Research in PSY
SOC305,Data Structures SOC
SOC30541,Theory of HIST
SOC306,Applications of CHEM
SOC306,Calculus I PHYS
SOC308,Theory of MUS
SOC308,Calculus I CHEM,CHEM309
SOC309,Workshop in CS
SOC311,Advanced MATH
SOC313,Topics in ECON
SOC314,Applications of STAT,ENG400
SOC314,Research in BIO,BIO178
SOC314,English I CS
SOC315,Seminar on CS,HIST105
SOC315,English II SOC
SOC315,English II SOC
SOC316,Biology STAT,MIS362
SOC316,Theory of CS
SOC318,Social Development II BIO
SOC319,English I CHEM
SOC320,Advanced MATH,MUS232
SOC320,Lab in MATH
SOC320,Topics in CHEM
SOC321,Lab in BIO,MUS165
SOC321,Chemistry PSY
SOC321,Applications of SOC,HIST44139
SOC322,English I MATH
SOC323,Statistics CHEM
SOC324,Advanced ART
SOC324,Research in STAT,BIO216
SOC32460,Fundamentals of CS,ECON294
SOC325,Biology PHYS
SOC325,Intro to ECON
SOC325,Statistics CS
SOC326,Theory of PSY
SOC327,Microbiology CHEM
SOC328,Seminar on ENG
SOC331,Intro to MUS,CHEM282
SOC331,English I MIS
SOC33155,Data Structures HIST,ENG277
SOC332,Research in HIST
SOC332,Research in MIS,HIST360
SOC333,Astrophysics SOC
SOC334,Artificial Intelligence ENG
SOC334,Artificial Intelligence BIO
SOC334,Chemistry PSY,MUS35857
SOC335,Calculus I PHYS
SOC336,Machine Learning ART
SOC336,Statistics ECON,MATH337
SOC337,Microbiology SOC
SOC337,Calculus II CS
SOC337,Social Development II CS,ECON151
SOC338,Applications of MIS,CS294
SOC339,Astrophysics SOC
SOC340,Biology BIO
SOC343,Research in SOC
SOC344,Seminar on ART
SOC346,English I STAT
SOC347,Social Development I BIO
SOC347,Physics CHEM
SOC347,Regression Analysis MUS
SOC34796,Advanced ART,SOC357
SOC348,Cognitive Science PSY,PSY243
SOC349,Social Development II ECON,HIST495
SOC350,Machine Learning MATH,HIST355
SOC353,Cognitive Science MATH,ECON152
SOC353,Intro to ENG,MIS194
SOC353,Social Development II CS
SOC355,Principles of MUS
SOC355,Social Development I ECON
SOC355,Thermodynamics CS,HIST226
SOC356,English I MATH
SOC357,Physics CS
SOC357,Microbiology PHYS,PSY343
SOC357,Lab in BIO
SOC358,Calculus II ENG
SOC359,Methods in STAT,MUS589
SOC359,Physics SOC,MIS118
SOC362,Cognitive Science BIO,STAT24480
SOC362,Theory of MIS
SOC363,Calculus II MIS
SOC365,Seminar on BIO
SOC366,Fundamentals of ENG
SOC366,Principles of CS
SOC367,English II PSY
SOC367,Data Structures HIST,CHEM101
SOC369,Astrophysics CS
SOC370,Advanced CHEM,ENG158
SOC370,Methods in MATH
SOC372,Theory of HIST
SOC372,Workshop in SOC
SOC373,Advanced ART,ECON425
SOC373,Cognitive Science CHEM
SOC374,Applications of MATH
SOC376,Machine Learning ENG
SOC378,Research in BIO,ENG193
SOC379,Advanced ECON
SOC380,Principles of PHYS,STAT237
SOC381,Biology PSY,MUS365
SOC381,Microbiology PHYS
SOC382,Principles of BIO
SOC383,Physics MATH
SOC384,Fundamentals of CS
SOC384,Cognitive Science CS,PHYS368
SOC384,Topics in PSY
SOC385,Physics CHEM,PHYS55882
SOC385,Principles of HIST
SOC385,Regression Analysis PSY
SOC38599,Research in CS
SOC386,Topics in STAT
SOC38746,Microbiology BIO
SOC389,Social Development II HIST
SOC389,Applications of MIS
SOC389,Social Development I ECON
SOC390,Seminar on CHEM
SOC390,Physics MUS
SOC390,Research in ENG,MIS187
SOC390,Principles of MUS
SOC390,Intro to MUS,MUS474
SOC391,Social Development I PSY
SOC392,Topics in SOC
SOC394,English II SOC,HIST596
SOC394,Social Development I ECON
SOC394,Applications of PSY
SOC396,Biology PHYS,ART127
SOC396,Cognitive Science ART,PHYS276
SOC398,Topics in MIS
SOC398,Topics in ART,PHYS318
SOC399,Microbiology BIO,MUS575
SOC400,Physics STAT
SOC400,Chemistry PHYS,MUS120
SOC401,Seminar on CHEM
SOC403,Astrophysics HIST,SOC344
SOC404,Statistics ART
SOC405,Research in BIO
SOC405,Lab in MIS
SOC405,Calculus II HIST
SOC405,Chemistry CS
SOC40677,Methods in BIO
SOC407,Social Development I ECON
SOC409,Principles of CHEM
SOC411,Physics MIS
SOC412,Methods in ECON,SOC469
SOC412,Artificial Intelligence ART,ART205
SOC41706,Seminar on MUS,CHEM378
SOC418,Principles of MIS,ART343
SOC418,Microbiology MUS
SOC418,Data Structures HIST
SOC420,Data Structures SOC,MIS564
SOC422,Physics ART
SOC422,Machine Learning MIS
SOC424,Topics in MATH
SOC42401,Topics in CHEM,MUS571
SOC425,Biology ART,PHYS410
SOC425,Social Development I HIST
SOC427,Artificial Intelligence MIS,MUS111
SOC427,Social Development I PHYS
SOC428,Applications of ART,PSY87282
SOC428,Cognitive Science SOC
SOC42883,Cognitive Science ENG
SOC430,Cognitive Science CHEM
SOC430,Principles of PHYS,ENG253
SOC431,Regression Analysis MUS
SOC431,Microbiology PSY
SOC432,Topics in ECON
SOC432,Artificial Intelligence CS
SOC432,Regression Analysis MATH
SOC434,Advanced STAT
SOC434,Microbiology MIS
SOC434,Principles of PHYS
SOC435,Calculus II ART
SOC437,English I MUS
SOC437,Principles of PHYS
SOC438,Lab in BIO
SOC440,Chemistry STAT,ECON417
SOC440,Machine Learning ECON,MATH63889
SOC441,Methods in CHEM,STAT372
SOC442,English I ENG,HIST105
SOC442,Regression Analysis PSY
SOC444,Data Structures MATH
SOC444,Theory of BIO
SOC445,Methods in SOC
SOC446,Data Structures CHEM
SOC447,Applications of PSY
SOC447,Calculus II HIST
SOC447,Research in PSY
SOC449,Data Structures PSY
SOC449,Thermodynamics ECON
SOC449,Topics in PHYS
SOC450,Calculus I MATH
SOC450,Artificial Intelligence SOC,BIO364
SOC450,Machine Learning PSY
SOC452,Theory of MATH,PHYS494
SOC45323,Topics in PSY
SOC454,Workshop in STAT
SOC456,Theory of BIO,ENG280
SOC457,Regression Analysis PHYS
SOC458,Workshop in PHYS
SOC459,English II SOC
SOC459,Data Structures STAT,MIS38575
SOC460,Artificial Intelligence MIS
SOC461,Advanced BIO
SOC463,Fundamentals of HIST
SOC463,Principles of MATH
SOC463,Social Development II STAT
SOC465,Theory of ECON
SOC465,English I CS
SOC467,English I MATH
SOC467,Advanced ART,SOC233
SOC468,Principles of HIST,BIO379
SOC469,Social Development II PSY
SOC469,Seminar on BIO
SOC469,Research in SOC,CHEM92640
SOC469,Calculus I SOC
SOC470,Topics in MIS,BIO132
SOC470,Machine Learning HIST
SOC471,Calculus I STAT
SOC472,Fundamentals of CS
SOC472,Calculus II MATH
SOC474,Regression Analysis CHEM
SOC474,Fundamentals of MUS
SOC477,Microbiology PSY
SOC477,Principles of PSY
SOC478,Research in HIST
SOC478,Lab in ENG,STAT369
SOC47815,Chemistry MIS
SOC479,English I BIO
SOC480,Research in CHEM
SOC480,Physics PHYS
SOC480,Research in MIS
SOC481,Data Structures STAT
SOC481,Physics SOC
SOC482,Astrophysics ECON,PSY200
SOC482,Intro to STAT
SOC483,English II ART
SOC484,Microbiology MUS
SOC484,Applications of ART
SOC485,Research in ART
SOC486,Theory of PSY
SOC486,Machine Learning STAT
SOC487,Cognitive Science MUS
SOC488,Calculus II ART,SOC477
SOC489,Physics MIS,MATH500
SOC490,Cognitive Science HIST
SOC491,Statistics PHYS,CS324
SOC491,English II SOC
SOC492,Biology STAT
SOC492,Research in HIST
SOC493,Lab in PSY
SOC493,Physics MIS
SOC493,Thermodynamics HIST
SOC495,Chemistry ECON
SOC495,Astrophysics SOC
SOC497,Social Development I MIS,MATH542
SOC497,Workshop in ECON,HIST58484
SOC498,Theory of STAT
SOC498,Astrophysics ENG
SOC498,Machine Learning PSY
SOC498,English II PHYS
SOC500,English I CS
SOC501,English II CHEM,STAT326
SOC501,Fundamentals of MUS,ART177
SOC502,Biology CS,HIST429
SOC502,English I ENG
SOC502,Data Structures CS
SOC503,Social Development I ECON
SOC504,Chemistry PSY
SOC504,Machine Learning ART
SOC504,Regression Analysis PSY
SOC505,Methods in MATH
SOC505,Social Development II CS,ECON550
SOC505,Physics ENG
SOC505,Lab in MATH
SOC507,Intro to MUS
SOC507,Physics SOC
SOC509,Social Development II ECON
SOC510,Data Structures MIS,MATH474
SOC514,Principles of ENG
SOC514,Statistics STAT
SOC51429,Workshop in ENG
SOC515,Lab in HIST
SOC515,Theory of CHEM
SOC517,Intro to SOC
SOC518,Seminar on STAT
SOC520,Research in MUS,SOC116
SOC520,Research in CS,MATH375
SOC521,Thermodynamics STAT
SOC521,Calculus I ENG,SOC552
SOC521,Social Development II HIST
SOC522,Calculus II ENG
SOC522,Theory of BIO
